Entity,Code,Year,Annual CO2 emissions
Oceania,,1820,0
Oceania,,1821,0
Oceania,,1822,0
Oceania,,1823,0
Oceania,,1824,0
Oceania,,1825,0
Oceania,,1826,0
Oceania,,1827,0
Oceania,,1828,0
Oceania,,1829,0
Oceania,,1830,0
Oceania,,1831,0
Oceania,,1832,0
Oceania,,1833,0
Oceania,,1834,0
Oceania,,1835,0
Oceania,,1836,0
Oceania,,1837,0
Oceania,,1838,0
Oceania,,1839,0
Oceania,,1840,0
Oceania,,1841,0
Oceania,,1842,0
Oceania,,1843,0
Oceania,,1844,0
Oceania,,1845,0
Oceania,,1846,0
Oceania,,1847,0
Oceania,,1848,0
Oceania,,1849,0
Oceania,,1850,0
Oceania,,1851,-0.062288
Oceania,,1852,-0.05496
Oceania,,1853,-0.10992
Oceania,,1854,-0.12824
Oceania,,1855,-0.131904
Oceania,,1856,-0.1832
Oceania,,1857,-0.208848
Oceania,,1858,-0.245488
Oceania,,1859,-0.377392
Oceania,,1860,0.278464
Oceania,,1861,0.509296
Oceania,,1862,0.355408
Oceania,,1863,0.399376
Oceania,,1864,0.267472
Oceania,,1865,0.42136
Oceania,,1866,0.69616
Oceania,,1867,0.894016
Oceania,,1868,0.7328
Oceania,,1869,0.6412
Oceania,,1870,0.600896
Oceania,,1871,0.692496
Oceania,,1872,0.707152
Oceania,,1873,0.868368
Oceania,,1874,0.890352
Oceania,,1875,0.828064
Oceania,,1876,0.930656
Oceania,,1877,1.066224
Oceania,,1878,1.322704
Oceania,,1879,1.96024
Oceania,,1880,2.861584
Oceania,,1881,2.502512
Oceania,,1882,2.8396
Oceania,,1883,3.35256
Oceania,,1884,3.631024
Oceania,,1885,4.034064
Oceania,,1886,4.06704
Oceania,,1887,4.272224
Oceania,,1888,4.89144
Oceania,,1889,4.737552
Oceania,,1890,4.968384
Oceania,,1891,5.499664
Oceania,,1892,5.653552
Oceania,,1893,5.506992
Oceania,,1894,5.968656
Oceania,,1895,6.214144
Oceania,,1896,6.272768
Oceania,,1897,6.85168
Oceania,,1898,7.635776
Oceania,,1899,7.961872
Oceania,,1900,12.607824
Oceania,,1901,14.17968
Oceania,,1902,14.43616
Oceania,,1903,14.388528
Oceania,,1904,14.978432
Oceania,,1905,15.586656
Oceania,,1906,18.221072
Oceania,,1907,19.562096
Oceania,,1908,20.906784
Oceania,,1909,18.818304
Oceania,,1910,22.339408
Oceania,,1911,23.848976
Oceania,,1912,25.648
Oceania,,1913,26.604304
Oceania,,1914,29.561152
Oceania,,1915,26.725216
Oceania,,1916,24.31064
Oceania,,1917,25.376864
Oceania,,1918,27.483664
Oceania,,1919,25.86784
Oceania,,1920,29.290016
Oceania,,1921,26.651936
Oceania,,1922,27.905024
Oceania,,1923,28.685456
Oceania,,1924,31.059728
Oceania,,1925,32.323808
Oceania,,1926,32.125952
Oceania,,1927,33.390032
Oceania,,1928,31.004768
Oceania,,1929,28.549888
Oceania,,1930,26.897424
Oceania,,1931,23.786688
Oceania,,1932,23.881952
Oceania,,1933,25.127712
Oceania,,1934,26.681248
Oceania,,1935,29.381616
Oceania,,1936,31.228272
Oceania,,1937,33.239808
Oceania,,1938,32.283504
Oceania,,1939,36.607024
Oceania,,1940,33.8004
Oceania,,1941,39.549216
Oceania,,1942,41.601056
Oceania,,1943,40.362624
Oceania,,1944,39.68112
Oceania,,1945,38.318112
Oceania,,1946,40.956192
Oceania,,1947,43.469696
Oceania,,1948,43.927696
Oceania,,1949,43.260848
Oceania,,1950,63.720624
Oceania,,1951,67.6924
Oceania,,1952,70.260864
Oceania,,1953,68.674352
Oceania,,1954,77.709776
Oceania,,1955,81.161264
Oceania,,1956,84.286656
Oceania,,1957,86.309184
Oceania,,1958,88.958256
Oceania,,1959,95.03865073
Oceania,,1960,100.9587238
Oceania,,1961,103.6256993
Oceania,,1962,107.1575878
Oceania,,1963,114.4331923
Oceania,,1964,123.9901321
Oceania,,1965,136.6592621
Oceania,,1966,136.6962575
Oceania,,1967,145.4015651
Oceania,,1968,151.0841941
Oceania,,1969,159.2971892
Oceania,,1970,165.697245
Oceania,,1971,171.9907475
Oceania,,1972,177.584515
Oceania,,1973,194.1274903
Oceania,,1974,196.5327476
Oceania,,1975,199.2379268
Oceania,,1976,198.367447
Oceania,,1977,213.0863008
Oceania,,1978,224.5128811
Oceania,,1979,226.3942176
Oceania,,1980,243.4134096
Oceania,,1981,251.982488
Oceania,,1982,257.0735119
Oceania,,1983,247.6331582
Oceania,,1984,260.5110854
Oceania,,1985,268.1859512
Oceania,,1986,267.9135696
Oceania,,1987,285.4668994
Oceania,,1988,291.7611678
Oceania,,1989,308.3986913
Oceania,,1990,309.4427433
Oceania,,1991,311.6263646
Oceania,,1992,318.8032865
Oceania,,1993,323.0097738
Oceania,,1994,328.1155566
Oceania,,1995,339.6241138
Oceania,,1996,348.1934442
Oceania,,1997,358.6580568
Oceania,,1998,371.3835933
Oceania,,1999,382.2726365
Oceania,,2000,389.7433264
Oceania,,2001,399.9085854
Oceania,,2002,405.2772015
Oceania,,2003,415.5318915
Oceania,,2004,429.2212135
Oceania,,2005,434.1792647
Oceania,,2006,440.1829269
Oceania,,2007,449.0489181
Oceania,,2008,453.0369395
Oceania,,2009,453.8162795
Oceania,,2010,452.7654061
Oceania,,2011,450.3266197
Oceania,,2012,454.5034167
Oceania,,2013,445.5830096
Oceania,,2014,443.1440429
Oceania,,2015,454.6186668
Oceania,,2016,464.197374
Oceania,,2017,470.2942067
Oceania,,2018,472.8359443
South America,,1751,0
South America,,1752,0
South America,,1753,0
South America,,1754,0
South America,,1755,0
South America,,1756,0
South America,,1757,0
South America,,1758,0
South America,,1759,0
South America,,1760,0
South America,,1761,0
South America,,1762,0
South America,,1763,0
South America,,1764,0
South America,,1765,0
South America,,1766,0
South America,,1767,0
South America,,1768,0
South America,,1769,0
South America,,1770,0
South America,,1771,0
South America,,1772,0
South America,,1773,0
South America,,1774,0
South America,,1775,0
South America,,1776,0
South America,,1777,0
South America,,1778,0
South America,,1779,0
South America,,1780,0
South America,,1781,0
South America,,1782,0
South America,,1783,0
South America,,1784,0
South America,,1785,0
South America,,1786,0
South America,,1787,0
South America,,1788,0
South America,,1789,0
South America,,1790,0
South America,,1791,0
South America,,1792,0
South America,,1793,0
South America,,1794,0
South America,,1795,0
South America,,1796,0
South America,,1797,0
South America,,1798,0
South America,,1799,0
South America,,1800,0
South America,,1801,0
South America,,1802,0
South America,,1803,0
South America,,1804,0
South America,,1805,0
South America,,1806,0
South America,,1807,0
South America,,1808,0
South America,,1809,0
South America,,1810,0
South America,,1811,0
South America,,1812,0
South America,,1813,0
South America,,1814,0
South America,,1815,0
South America,,1816,0
South America,,1817,0
South America,,1818,0
South America,,1819,0
South America,,1820,0
South America,,1821,0
South America,,1822,0
South America,,1823,0
South America,,1824,0
South America,,1825,0
South America,,1826,0
South America,,1827,0
South America,,1828,0
South America,,1829,0
South America,,1830,0
South America,,1831,0
South America,,1832,0
South America,,1833,0
South America,,1834,0
South America,,1835,0
South America,,1836,0
South America,,1837,0
South America,,1838,0
South America,,1839,0
South America,,1840,0
South America,,1841,0
South America,,1842,0
South America,,1843,0
South America,,1844,0
South America,,1845,0
South America,,1846,0
South America,,1847,0
South America,,1848,0
South America,,1849,0
South America,,1850,0
South America,,1851,0
South America,,1852,0
South America,,1853,0
South America,,1854,0
South America,,1855,0
South America,,1856,0
South America,,1857,0
South America,,1858,0
South America,,1859,0
South America,,1860,0
South America,,1861,0
South America,,1862,0
South America,,1863,0
South America,,1864,0
South America,,1865,0
South America,,1866,0
South America,,1867,0
South America,,1868,0
South America,,1869,0
South America,,1870,0
South America,,1871,0
South America,,1872,0
South America,,1873,0
South America,,1874,0
South America,,1875,0
South America,,1876,0
South America,,1877,0
South America,,1878,0
South America,,1879,0
South America,,1880,0
South America,,1881,0
South America,,1882,0
South America,,1883,0
South America,,1884,0.003664
South America,,1885,0.003664
South America,,1886,0.007328
South America,,1887,1.091872
South America,,1888,0.89768
South America,,1889,1.762384
South America,,1890,1.381328
South America,,1891,0.985616
South America,,1892,1.450944
South America,,1893,1.601168
South America,,1894,2.03352
South America,,1895,2.828608
South America,,1896,2.879904
South America,,1897,2.758992
South America,,1898,3.176688
South America,,1899,3.715296
South America,,1900,3.165696
South America,,1901,6.401008
South America,,1902,7.379296
South America,,1903,7.67608
South America,,1904,8.66536
South America,,1905,9.211296
South America,,1906,12.32936
South America,,1907,12.684768
South America,,1908,14.886832
South America,,1909,13.406576
South America,,1910,17.246448
South America,,1911,19.16272
South America,,1912,19.990784
South America,,1913,21.12296
South America,,1914,17.195152
South America,,1915,15.088352
South America,,1916,13.619088
South America,,1917,10.867424
South America,,1918,10.999328
South America,,1919,12.900944
South America,,1920,14.641344
South America,,1921,14.428832
South America,,1922,17.162176
South America,,1923,19.759952
South America,,1924,24.332624
South America,,1925,26.384464
South America,,1926,27.381072
South America,,1927,30.08144
South America,,1928,31.429792
South America,,1929,34.426944
South America,,1930,27.934336
South America,,1931,25.288928
South America,,1932,28.96392
South America,,1933,32.90272
South America,,1934,37.26288
South America,,1935,41.088096
South America,,1936,39.604176
South America,,1937,50.171152
South America,,1938,46.283648
South America,,1939,47.071408
South America,,1940,50.72808
South America,,1941,50.76472
South America,,1942,48.177936
South America,,1943,48.580976
South America,,1944,53.87912
South America,,1945,54.150256
South America,,1946,118.790544
South America,,1947,62.12312
South America,,1948,69.520736
South America,,1949,70.84344
South America,,1950,112.873184
South America,,1951,131.66584
South America,,1952,141.752832
South America,,1953,140.774544
South America,,1954,151.381824
South America,,1955,170.416304
South America,,1956,184.533696
South America,,1957,193.272336
South America,,1958,179.165936
South America,,1959,197.0987983
South America,,1960,199.356723
South America,,1961,201.944286
South America,,1962,215.717779
South America,,1963,219.4803806
South America,,1964,230.2282496
South America,,1965,240.1906985
South America,,1966,252.0935643
South America,,1967,267.4628767
South America,,1968,287.7364848
South America,,1969,311.3638372
South America,,1970,337.982015
South America,,1971,346.6719093
South America,,1972,362.6628605
South America,,1973,392.7570167
South America,,1974,416.5547918
South America,,1975,411.9722359
South America,,1976,419.3826508
South America,,1977,434.8261302
South America,,1978,461.1888677
South America,,1979,494.1537698
South America,,1980,508.1626556
South America,,1981,489.0460899
South America,,1982,490.3814381
South America,,1983,485.5870334
South America,,1984,491.6887307
South America,,1985,501.8320581
South America,,1986,529.8946961
South America,,1987,557.2163258
South America,,1988,580.247039
South America,,1989,579.9518827
South America,,1990,583.453709
South America,,1991,589.9253425
South America,,1992,599.3109617
South America,,1993,634.000377
South America,,1994,652.3090743
South America,,1995,684.745333
South America,,1996,716.8148067
South America,,1997,757.7593797
South America,,1998,811.6702462
South America,,1999,827.2708353
South America,,2000,807.007536
South America,,2001,818.452793
South America,,2002,828.5526932
South America,,2003,831.7379944
South America,,2004,840.3843046
South America,,2005,880.2505868
South America,,2006,897.9810432
South America,,2007,916.6630455
South America,,2008,989.6606297
South America,,2009,974.5820422
South America,,2010,1059.075402
South America,,2011,1062.696373
South America,,2012,1125.392741
South America,,2013,1166.250041
South America,,2014,1198.303984
South America,,2015,1170.890808
South America,,2016,1134.384999
South America,,2017,1125.520501
South America,,2018,1112.934036
